,PRISM.7122,PRISM.7147,PRISM.7150,PRISM.7153,PRISM.7184,PRISM.7238,PRISM.7406,PRISM.7408,PRISM.7421,PRISM.7445,PRISM.7486,PRISM.7496,PRISM.7506,PRISM.7547,PRISM.7658,PRISM.7662,PRISM.7744,PRISM.7759,PRISM.7762,PRISM.7776,PRISM.7791,PRISM.7843,PRISM.7847,PRISM.7852,PRISM.7855,PRISM.7858,PRISM.7860,PRISM.7861,PRISM.7862,PRISM.7870,PRISM.7874,PRISM.7875,PRISM.7879,PRISM.7897,PRISM.7899,PRISM.7904,PRISM.7906,PRISM.7908,PRISM.7909,PRISM.7910,PRISM.7911,PRISM.7912,PRISM.7938,PRISM.7941,PRISM.7947,PRISM.7948,PRISM.7955,PRISM.7971,PRISM.7989,PRISM.8095,PRISM.8096,PRISM.8101,PRISM.8106,PRISM.8129,PRISM.8226,PRISM.8244,PRISM.8264,PRISM.8275,PRISM.8283,PRISM.8332,PRISM.8336,PRISM.8361,PRISM.8374,PRISM.8377,PRISM.8406,PRISM.8441,PRISM.8444,PRISM.8447,PRISM.8452,PRISM.8458,PRISM.8462,PRISM.8464,PRISM.8466,PRISM.8467,PRISM.8475,PRISM.8480,PRISM.8483,PRISM.8485,PRISM.8496,PRISM.8502,PRISM.8503,PRISM.8511,PRISM.8513,PRISM.8515,PRISM.8523,PRISM.8534,PRISM.8537,PRISM.8550,PRISM.8564,PRISM.8565,PRISM.8573,PRISM.8577,PRISM.8589,PRISM.8591,PRISM.8592,PRISM.8605,PRISM.8624,PRISM.8628,PRISM.8629,PRISM.8667,PRISM.8675,PRISM.8683,PRISM.8692,PRISM.8696,PRISM.8728,PRISM.8734,PRISM.8735,PRISM.8746,PRISM.8749,PRISM.8753,PRISM.8754,PRISM.8758,PRISM.8764,PRISM.8765,PRISM.8774,PRISM.8776,PRISM.8778,PRISM.8783,PRISM.8784,PRISM.8785,PRISM.8788,PRISM.8789,PRISM.8794,PRISM.8795,PRISM.8800,PRISM.8802,PRISM.8803,PRISM.8805,PRISM.8806,PRISM.8807,PRISM.8809,PRISM.8815,PRISM.8841,PRISM.8843,PRISM.8844,PRISM.8846,PRISM.8847,PRISM.8849,PRISM.8878,PRISM.8882,PRISM.8892,PRISM.8894,PRISM.8898,PRISM.8924,PRISM.8932,PRISM.8982,PRISM.8998,PRISM.9010,PRISM.9018,PRISM.9030,PRISM.9033,PRISM.9074,PRISM.9079,PRISM.9126,PRISM.9148
oleic acid,10711.4,65958.3,5691.99,5892.4,51430.9,16767.7,13799.9,834.895,5511.65,10568.9,32645.2,8492.94,70113.2,18586.4,15190.8,13923.1,1059.17,2900.07,24470.0,2079.02,31640.6,14819.3,25159.9,3087.5,25227.6,20425.1,19611.3,1908.13,34293.5,2257.88,8058.95,28922.2,14621.8,81785.8,11896.9,1403.96,79303.9,38008.6,337.887,44447.0,27494.4,11221.7,2415.87,42137.1,11019.1,8968.67,5889.25,32361.4,3271.55,8505.97,2710.03,18055.4,4077.39,29790.4,37178.6,12250.5,76506.6,35489.1,13062.5,35477.0,3682.51,757.895,7087.34,28351.1,17367.1,16339.1,16883.8,16834.4,2574.66,541.422,3974.93,744.289,14880.0,8189.55,13836.7,1245.09,8289.81,3258.29,4134.58,7038.57,1316.48,10208.7,17533.4,30066.4,3530.44,18303.0,2567.71,804.489,863.317,3953.28,9735.62,26249.7,64320.0,11871.4,27813.2,6940.51,3154.17,2141.21,1061.46,645.581,4244.95,61270.7,77198.2,5802.21,43199.8,172.89,71590.9,2393.33,6213.32,9605.53,35982.5,289.36,73092.9,9642.11,24904.6,51107.9,23482.0,2697.63,31910.9,3847.51,14301.3,19002.6,6005.61,10203.1,1331.44,14078.1,56439.2,19928.1,6246.68,7144.13,420.423,819.024,623.014,5140.81,6450.19,9901.62,1802.71,9587.31,7389.13,4946.29,4537.12,6553.2,4682.73,18409.3,513.207,4774.12,97109.8,1526.22,732.795,1761.82,61993.2,888.291,1670.27,2807.45,10971.1
stearic acid,3378.47,8989.03,1999.75,6824.79,990.142,1693.3,264.907,1302.67,131.892,651.701,223.754,169.065,12977.3,1650.2,426.906,593.782,380.258,76.9657,453.889,90.9399,705.421,1315.6,264.633,140.096,11305.1,300.761,152.84,435.486,1011.06,35.0869,387.478,853.137,1215.21,340.013,274.951,151.31,1668.8,621.799,194.002,37.7201,171.59,7618.2,369.489,288.265,4461.26,103.42,514.287,248.002,512.369,905.599,188.207,12121.4,281.271,111.48,421.371,9375.61,1264.19,313.471,10213.7,2791.53,916.562,79.9895,71.9998,346.574,3244.64,190.52,1006.58,805.265,5891.39,173.605,524.639,348.607,1292.97,433.674,1289.06,337.187,426.969,299.01,115.552,463.63,2653.7,81.9054,870.9,41.0164,2404.57,12469.2,468.597,4657.17,56.7348,374.812,146.612,2257.58,237.29,441.548,354.462,985.302,160.946,6208.7,253.603,356.618,84.6163,4371.62,5810.07,6675.38,15608.5,9733.21,2626.16,564.085,16081.3,7415.4,14884.8,5184.08,17011.5,8185.6,21061.5,8875.83,15324.0,2577.52,13798.1,6051.79,3194.53,7723.01,1741.51,4552.57,6653.93,19975.5,13971.2,398.565,1397.67,1391.27,2243.37,452.158,195.863,11384.4,12463.1,3523.18,3617.63,323.73,17015.6,79.8688,151.971,17796.5,4286.74,17296.0,1775.62,25137.6,426.028,14472.5,1004.62,7863.01,9666.92,1126.78,42.1714,2321.62,396.183
hexadecanedioic acid,82.9523,149.366,259.745,38.2441,91.3083,41.0556,241.552,57.7097,48.5998,30.569,75.3817,99.8362,153.335,76.0518,115.917,135.526,42.4314,127.436,87.0714,37.0263,91.8969,67.3994,346.716,106.626,178.725,112.918,321.227,195.752,209.188,23.9201,279.68,129.495,242.092,198.007,114.487,142.851,130.155,53.6036,83.2914,174.958,83.1647,190.387,73.946,42.0916,67.8221,8.81254,238.91,119.676,102.24,58.6023,145.365,209.99,141.586,177.157,128.052,102.822,79.0519,60.8328,119.333,136.033,95.8718,146.768,0.0,80.1727,80.2561,196.72,354.386,204.153,161.482,72.3985,47.3828,157.895,43.2591,231.066,106.407,607.601,31.6419,27.1286,37.9441,126.418,356.474,58.9002,219.451,110.68,223.684,78.1706,80.9002,87.7428,43.9308,140.887,116.502,184.475,167.006,0.0,34.6601,141.571,77.3323,148.375,104.461,166.079,50.4323,59.2286,97.0656,217.254,307.325,148.596,133.563,206.377,94.2012,67.5988,124.631,124.964,200.63,290.24,110.386,94.6566,203.944,55.451,177.497,67.4918,109.42,172.481,188.017,98.8698,91.5923,111.36,139.029,128.311,112.369,92.0806,212.036,113.736,108.722,42.0485,137.638,92.8459,105.176,183.286,63.1254,210.075,103.148,234.107,99.8216,176.092,142.539,208.771,241.307,146.294,145.522,102.138,96.3637,242.641,234.14,179.078,231.401
eicosapentaenoic acid,9927.91,108.2643,252.418,1377.069,352.237,340.077,1235.126,52.2468,187.4407,150.8808,658.045,302.468,736.54,152.834,89.414,14.7532,144.4492,949.002,240.1144,447.506,107.2161,3149.16,278.61,7846.39,148.0493,324.664,44.6557,69.7837,38.0949,89.0664,141.4351,1482.155,26.9679,325.836,159.5633,42.562,973.92,1863.196,67.916,259.075,147.4209,24.0505,655.421,177.1396,677.459,764.834,480.72,247.917,179.1806,817.899,2635.51,64.423,6765.15,2839.34,6190.86,261.6941,466.385,2168.817,47.8321,683.408,7177.89,265.0391,154.2316,79.0433,277.955,90.4474,314.771,184.8067,1273.09,144.3636,14496.33,154.7637,760.904,4243.32,504.316,2075.052,355.139,97.2674,647.727,6650.99,0.0,5743.33,1107.812,234.459,2380.66,1622.434,149.4721,1824.195,52.8626,4949.8,305.185,306.005,358.289,3566.79,230.9389,1502.956,133.1801,223.5205,4109.63,71.5718,299.7516,4546.37,26.742,1730.319,220.8194,316.9454,402.418,6148.81,105.0092,1146.427,215.1152,34822.62,177.7213,473.959,192.2062,26.1126,210.2897,1024.553,35.1034,244.8364,201.855,12.2638,7154.34,99.3782,275.4092,405.395,17.058,7041.71,2243.471,306.723,275.5742,931.432,461.07,206.7926,914.68,110.4327,676.156,360.934,1345.794,1062.523,258.7808,196.659,1316.531,13.2942,1020.303,148.4415,331.318,164.6259,13686.81,345.36,32.6919,203.7009,506.13,6325.86,114.3024
arachidonic acid,3797.8882,305.1674,8101.5007,996.079,3059.3926,2899.5528,6136.2,690.3746,1174.9897,874.2786,12449.4293,2907.7199,1312.2301,1274.1417,881.9187,307.8483,564.6026,1761.0727,1104.6713,4040.3435,554.7883,6400.8853,2807.6068,4942.7623,1380.8068,1721.414,621.343,409.888,322.6477,579.58908,896.8468,22372.1405,261.2521,2595.9346,610.1876,392.7105,693.9955,946.9429,143.5518,930.5199,573.9498,520.5988,3640.5723,1592.2404,4636.4406,2996.4874,1025.1487,1650.842,1658.4956,571.31193,24208.8225,1501.2702,27025.3014,12861.3735,17578.314,969.4213,3714.4215,13021.3447,816.8095,2138.9957,18104.9103,1045.7637,788.452,656.63953,630.1065,1860.2454,1812.9037,837.2871,22712.626,248.1598,15926.6674,731.6856,5054.3641,2593.9426,645.5013,53086.018,2674.7473,1300.1615,2095.9338,47804.0681,309.9477,4194.7581,430.1862,533.1952,45673.926,9457.7064,894.4938,11841.9847,205.62216,27586.095,1848.4565,1288.3123,962.23,3772.3213,1646.6906,43420.4851,1219.4578,2013.6993,5879.6762,284.3128,856.1211,16047.1687,1025.7087,3881.271,376.3375,2664.7428,1591.0145,5849.879,958.9218,7645.2473,666.492,5755.4231,376.3235,2119.5206,2887.2257,138.712,3969.723,2509.4111,800.2396,2819.9863,1025.4093,385.9794,8911.8312,1134.3824,2875.0408,1092.9879,254.0987,13613.3478,25218.2011,1411.2799,2081.2835,4027.9395,5311.7289,3278.0232,3317.6672,1753.8699,1069.7827,6786.772,11371.1227,11741.229,2824.6724,1478.8038,13462.6651,259.4981,9428.4936,751.6673,4598.0363,895.602,3162.9557,1088.7298,1142.0074,2924.4763,337.9111,3323.9137,1356.4688
eicosatrienoic acid,1329.7829,17.9046,206.869,490.364,427.2368,6451.722,1140.321,1598.114,693.6404,949.9959,2354.716,464.5288,148.047,1120.908,62.4855,25.9125,0.0,249.8208,334.9307,306.4495,1154.9779,679.5552,91.6793,300.8573,74.2044,65.9519,232.878,24.5167,80.425,792.4439,72.5307,2304.49,20.9232,163.977,63.6017,18.2252,31.8383,75.1058,0.0,21.7641,2122.966,0.0,856.3636,4910.021,2079.038,2751.305,0.0,297.0143,754.9446,1960.411,956.6811,42.4453,3254.814,1223.2082,793.7965,181.4885,1162.6353,4244.806,30.1431,317.0583,779.8246,348.7226,2607.093,3062.998,697.2234,27.6276,32.2667,56.2224,769.0221,605.7698,1572.58,759.6498,854.3541,369.1512,23.2161,573.562,1529.741,4201.704,1068.4389,1789.828,0.0,2610.343,43.7678,981.1909,1569.618,524.2172,527.329,1897.85,326.6567,1589.799,289.4666,50.339,40.2393,1098.2785,824.0635,1513.678,1403.6459,68.24,256.3337,386.379,1650.533,1193.1162,43.8982,189.907,20.479,50.8272,196.638,326.799,570.8581,622.087,21.5361,360.4172,0.0,23.0401,90.0435,0.0,40.5009,1080.2538,50.2325,109.693,54.2384,16.2668,91.9799,727.7168,761.8696,41.5784,61.5704,1223.9441,735.9187,1994.612,382.127,798.5441,208.761,4630.605,127.629,2316.138,1941.509,140.465,1731.853,364.141,404.7699,28.4286,1795.017,0.0,357.5192,29.3226,2353.208,55.5652,142.208,874.521,31.9859,608.8307,0.0,237.472,384.2886
eicosenoate,605.905,441.008,130.968,357.984,472.476,454.084,191.742,72.3717,46.3507,404.29,142.811,74.3788,381.817,139.221,99.8524,103.556,36.5806,46.8814,72.3692,31.4585,297.159,576.973,197.316,52.6042,731.089,97.2386,20.2052,43.8643,218.321,6.15556,94.7062,98.0052,435.437,136.32,90.2016,14.7238,166.335,147.331,19.141,97.3854,62.976,379.349,38.9959,736.237,321.921,74.4375,141.855,56.5748,104.636,600.282,70.0621,285.96,75.8236,107.337,105.558,333.183,171.782,779.205,498.768,225.27,48.3304,23.5646,60.5883,66.73,170.81,243.24,120.268,42.6256,147.74,80.0697,149.601,24.8289,142.66,209.998,82.7944,0.0,51.2041,144.299,75.8682,280.227,93.7143,72.1778,206.768,42.8847,108.554,497.941,36.935,80.7104,22.0446,65.6904,34.3464,122.651,67.6778,185.808,70.6692,134.384,23.3249,166.716,47.5035,0.0,86.6609,827.64,1963.31,102.952,422.339,168.986,925.168,76.5549,393.82,369.035,1334.46,240.667,954.23,240.223,992.566,1654.38,981.125,91.161,1549.51,155.098,259.659,285.828,196.309,5085.19,125.665,1344.74,1114.71,74.9408,110.564,167.059,32.7531,22.6495,22.7452,550.011,151.617,224.282,169.074,79.6654,584.133,0.0,53.0636,850.779,248.555,574.194,45.5331,554.797,83.9286,677.738,53.6071,129.42,555.507,33.2026,0.0,56.9431,54.0259
12.13-diHOME,507.955,162.325,123.417,1027.72,566.753,147.648,4120.85,41.0762,931.189,273.897,2743.15,1342.91,485.21,702.694,904.689,456.799,45.3954,433.5,886.264,655.769,286.362,875.593,1509.47,1152.7,260.575,1491.93,1633.49,221.023,765.166,3161.24,356.969,2091.95,96.0652,2566.18,424.183,135.842,515.256,964.594,127.484,1221.92,919.591,193.994,255.187,392.573,133.254,1008.92,1009.33,1060.17,226.278,544.664,1454.97,845.412,645.43,453.588,358.898,659.263,1301.42,697.1,80.7371,354.434,243.628,2000.35,3459.37,369.122,587.345,294.049,595.671,84.0576,891.985,475.908,1387.24,2180.62,1253.84,1882.82,0.0,0.0,1283.45,773.342,1157.82,987.057,182.466,1763.54,320.044,1648.53,244.253,802.304,447.28,423.986,577.656,1555.51,744.081,0.0,1948.08,2618.35,910.864,286.637,578.391,172.091,167.172,220.054,438.239,1970.06,343.175,1793.45,271.505,151.524,6608.61,742.494,1978.23,1124.6,222.398,155.616,294.695,93.964,360.096,774.065,104.348,303.749,384.707,252.974,589.111,251.194,549.655,181.892,1492.69,207.905,99.6676,654.458,474.014,230.843,107.609,448.107,1265.76,775.657,2797.22,760.887,44.7084,1532.47,481.795,892.487,3024.1,146.296,369.406,69.7476,205.056,69.7883,3702.84,301.148,260.098,1570.53,73.5577,654.015,252.628,91.1345,319.086
9.10-diHOME,568.94,614.399,762.135,408.197,485.777,76.7609,1354.4,60.0387,1164.91,280.01,399.088,705.899,140.106,549.65,803.139,132.962,767.908,998.973,490.612,786.063,252.864,1013.86,1383.32,863.073,153.122,1017.12,930.774,12.0025,875.829,1840.2,926.183,1335.26,260.847,1270.46,230.889,161.783,517.854,1123.67,127.036,2611.29,737.237,1284.61,249.923,441.514,285.366,441.549,1665.73,1164.32,454.236,287.989,662.085,651.097,681.359,254.448,0.0,454.811,540.95,488.086,182.399,193.402,414.65,943.75,2166.21,290.268,463.541,200.189,64.3401,715.327,366.536,226.734,955.645,645.112,1184.84,1852.8,2139.65,0.0,967.336,477.603,702.997,1066.85,69.5373,1182.89,249.427,2430.62,204.355,304.45,532.537,421.335,476.115,556.136,217.068,430.889,1555.87,1027.99,619.11,128.747,532.471,51.8972,146.648,144.73,1040.12,575.023,1250.91,245.861,3.47394,263.313,4707.05,392.514,1184.19,853.769,451.336,97.6811,437.775,268.079,264.674,1448.04,40.3503,234.493,84.6487,178.198,281.831,384.369,648.772,210.735,1444.75,220.107,498.726,882.329,340.862,265.742,128.14,243.461,1095.74,537.759,906.944,759.306,80.8601,725.509,292.712,1644.74,2613.08,105.669,329.218,83.3908,121.168,92.6047,926.855,86.6767,148.112,666.184,709.779,387.936,57.0758,0.0,0.0
docosahexaenoic acid,12086.4,234.76,1407.71,5532.83,2165.76,966.892,2348.97,106.216,224.375,169.094,6836.95,1010.3,628.392,373.231,350.912,110.27,166.821,957.008,1150.52,1240.08,1591.28,15456.2,630.915,4978.79,517.955,941.712,264.137,118.256,258.89,169.153,258.132,4111.51,106.388,678.145,246.795,135.816,1144.62,2577.03,83.8856,472.855,245.647,138.994,1539.3,503.968,1163.39,1841.8,464.421,555.07,729.283,865.429,13048.6,234.492,8431.36,9906.17,18092.3,720.275,763.351,5239.44,131.483,1693.21,9121.63,355.314,432.949,154.326,362.975,281.634,683.699,309.83,4429.1,181.824,33058.8,221.59,2202.63,7312.03,1416.2,7707.93,509.446,277.97,1745.35,14361.9,121.632,6393.07,981.354,682.12,11329.3,1519.83,166.567,3861.15,106.038,9134.05,821.891,353.866,464.223,3374.87,867.448,7250.6,285.717,542.397,4270.58,133.189,345.258,6526.55,132.257,3656.89,191.145,396.988,1767.8,5383.65,253.087,1524.77,637.263,16970.7,329.442,430.983,196.911,103.669,493.28,1293.59,393.732,489.408,412.386,112.907,28843.9,247.985,465.586,540.931,131.491,20179.9,8366.26,577.682,578.439,2265.45,1027.9,1864.89,2659.36,477.65,1947.3,2242.51,2586.13,6024.43,483.473,285.787,3152.63,99.6971,712.777,264.172,1099.91,148.213,10881.2,366.927,258.737,608.291,791.393,4398.04,185.667
carnosol,22.162,274.862,327.807,267.64,0.0,0.0,66.4396,0.0,313.263,14.0662,983.762,21.3156,304.592,392.361,0.0,634.969,257.077,393.291,116.851,0.0,0.0,0.0,4352.28,37.5575,26.9367,592.622,159.077,62.2224,221.347,361.934,588.955,0.0,4588.07,32.2532,613.402,515.293,46.234,579.87,77.0088,123.183,142.844,1651.16,0.0,0.0,1019.71,27.1361,913.158,12.6811,18.4573,0.0,0.0,111.667,0.0,0.0,0.0,90.9964,0.0,107.887,1972.45,134.672,0.0,29.4959,0.0,0.0,34.1191,76.5739,539.946,60.1721,0.0,49.2333,155.323,803.133,1364.3,49.9754,55.5959,0.0,60.4492,0.0,0.0,0.0,366.684,165.045,0.0,0.0,0.0,0.0,0.0,17.8088,37.1837,0.0,917.711,713.953,257.987,8432.74,50.0495,0.0,0.0,84.8895,43.3872,0.0,115.322,12.269,432.074,768.202,77.0028,189.391,9099.66,25.8074,0.0,272.67,857.954,0.0,4963.99,183.162,429.216,769.047,195.576,31.3586,119.181,46.8795,2339.77,277.123,280.685,65.0522,66.7575,56.2346,0.0,0.0,105.577,93.0734,0.0,55.9093,34.6981,0.0,77.3819,0.0,551.266,0.0,118.832,56.362,230.881,40.2546,69.6079,42.0142,0.0,177.57,0.0,50.7717,0.0,0.0,87.3296,155.017,0.0,122.137,0.0
docosapentaenoic acid,21416.029,25.2904,333.4065,2016.2106,1529.1918,6033.541,507.2563,1914.1505,604.6394,837.4349,862.704,480.6501,103.2443,719.3886,54.2708,17.7988,63.57687,879.4485,249.6257,252.6511,2341.5211,2152.4575,68.062,1701.0267,113.6992,170.2854,494.7314,23.5985,20.0888,1054.9663,52.3194,2541.0335,0.0,214.4514,167.3167,25.3662,154.7964,239.7567,0.0,16.7344,820.9288,0.0,1366.4119,1877.0966,2926.828,3142.839,54.0722,48.5816,963.6603,7015.821,2728.504,65.191,6381.627,3622.556,2433.566,417.0887,220.0146,1894.1537,51.1654,848.7335,1466.7388,1101.007,5022.718,1972.0933,385.41,46.7907,45.3954,121.7421,1974.8575,1719.3393,5314.684,1126.5729,1543.4025,2044.8544,151.1512,2594.245,1269.0786,3698.383,1656.4423,6009.278,0.0,5498.425,130.7527,274.16223,4022.194,1427.7542,785.7349,2590.1377,586.4888,1472.775,316.4614,166.7677,67.3394,2905.689,432.6185,3041.967,932.5629,190.8671,316.3871,466.0045,1956.1007,2365.2279,43.822,324.9928,33.7967,110.4647,73.883,587.9814,727.6957,961.4991,89.4426,4852.728,29.6025,23.567,247.2766,32.1304,155.9381,2178.8745,181.2409,138.1081,106.8477,14.8022,2931.413,578.5455,670.0547,80.3532,21.4563,2292.9671,1630.6825,4070.675,547.5474,1469.1743,450.4253,5780.813,158.9389,810.3992,4610.127,237.4768,1968.1035,756.5237,201.28,53.0612,2855.424,0.0,723.1536,27.6614,658.7835,39.1824,484.1765,1545.156,39.5497,684.52,0.0,381.1805,393.8639
adrenic acid,1564.25,0.0,326.695,145.656,316.818,1445.87,84.6033,289.225,95.7947,109.97,467.742,110.88,24.279,212.502,32.6908,0.0,24.3742,226.695,15.497,171.065,286.44,526.212,34.2853,166.048,22.2611,35.357,50.859,0.0,0.0,54.4988,21.5183,1495.42,0.0,79.2839,71.5215,0.0,9.71701,22.4761,0.0,0.0,120.954,0.0,249.284,634.797,611.521,535.836,4.29822,22.2303,81.1552,709.886,1379.75,30.3622,1265.39,617.039,604.873,100.454,103.58,970.677,30.2519,78.3672,291.915,245.595,518.124,712.425,46.3393,34.0069,0.0,23.2858,1047.42,169.358,596.669,193.463,614.902,148.704,15.6851,2845.5,324.015,1194.6,146.529,2433.9,0.0,611.579,23.2329,78.5827,2315.93,212.703,89.1762,931.629,195.637,593.509,73.2643,48.9222,41.7796,322.795,150.635,3564.45,169.389,84.7574,105.519,60.0025,676.154,757.338,15.5894,69.5169,0.0,91.3611,27.4628,64.1597,142.775,438.491,0.0,174.152,0.0,0.0,133.787,1.35973,138.446,159.006,51.2361,88.3458,36.5674,0.0,80.0266,110.491,279.192,34.8079,0.0,1086.81,1450.25,477.651,173.374,401.691,377.642,1577.95,50.5687,281.131,415.863,160.905,898.233,373.048,121.028,16.5367,1292.02,0.0,456.036,0.0,212.18,19.6496,72.945,207.013,46.0248,281.95,0.0,37.521,181.546
palmitoylethanolamide,1165.6845,36.9561,45.4709,199.6214,1805.772,1181.8482,74.0477,352.4683,242.5663,1302.499,911.921,506.5779,34.0305,346.0153,971.7336,41.1846,30.98209,461.219,198.3389,615.9385,214.2955,713.6072,121.1034,377.6001,110.2082,548.786,554.9739,79.3956,199.967,117.8729,0.0,277.0585,18.1446,516.5715,89.4659,39.3745,121.0435,541.6465,95.7451,471.0031,729.744,135.4048,286.8817,755.8881,2303.609,2520.833,373.2675,13.2393,416.2005,1320.309,415.6369,119.632,676.76,177.8117,274.0523,1157.6321,45.8005,688.3045,32.6026,97.639,212.949,736.2713,3264.342,1526.984,260.714,66.1862,38.7134,43.9617,787.933,1949.8356,2940.717,407.2189,473.9088,398.9721,207.3509,23.883,1453.116,1411.454,4078.495,192.5189,26.228,98.3485,58.4358,71.5321,179.0399,483.3619,698.2322,743.4364,824.186,368.5181,696.4206,185.3687,178.7507,1461.963,1203.304,135.276,3181.97,29.194,1142.168,1322.2484,1169.505,177.2151,665.839,120.7629,304.4361,132.275,57.6405,157.0787,322.7225,2761.821,36.2377,741.062,43.8017,55.0374,141.6182,204.2066,19.3006,1129.0779,35.0935,164.7346,36.8878,37.5977,60.3029,784.317,392.0151,156.9768,50.3707,246.5864,341.3076,664.5854,392.855,1514.6698,191.4949,1993.086,410.3043,381.3905,1704.369,286.1853,621.3243,351.4615,1611.274,72.3033,900.6005,40.1372,182.4875,0.0,65.7584,42.6962,88.1642,1339.6038,71.4318,267.194,133.6096,268.136,86.1955
13-docosenoate,311.94,0.0,31.5585,48.5136,49.7607,43.6943,40.7194,15.2236,0.0,24.463,0.0,84.0313,24.9542,18.1762,44.4828,0.0,15.563,51.2329,0.0,0.0,45.5515,28.1787,0.0,16.3222,35.9519,0.0,0.0,0.0,15.8333,0.0,0.0,0.0,634.523,29.5254,14.5582,0.0,0.0,35.2866,0.0,0.0,0.0,20.708,0.0,29.2893,38.856,26.7408,49.5604,0.0,0.0,288.139,0.0,0.0,0.0,0.0,0.0,38.2359,0.0,50.8614,12.8715,19.6776,0.0,0.0,0.0,9.41466,55.7733,10.3777,0.0,0.0,0.0,118.622,48.207,0.0,0.0,205.458,10.7156,0.0,0.0,9.19694,0.0,530.563,0.0,13.7433,0.0,0.0,0.0,27.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.133,0.0,0.0,0.0,19.0971,0.0,0.0,12.061,11.7885,105.152,0.0,20.7191,0.0,103.168,48.904,83.6927,15.4742,30.7788,16.9574,123.264,14.6281,16.6442,51.5509,32.3757,0.0,43.2814,8.04577,17.8822,15.1712,38.9087,11066.1,0.0,51.0551,148.528,0.0,0.0,0.0,0.0,0.0,0.0,16.9685,17.5812,103.925,26.9716,0.0,15.8543,0.0,10.5345,35.3356,15.3167,31.3658,0.0,19.1125,0.0,21.8726,89.1291,15.7314,24.9396,0.0,0.0,45.2909,0.0
nervonic acid,177.954,0.0,31.4151,79.5839,33.3968,11.3391,0.0,72.6215,0.0,0.0,10.4441,16.8145,48.2542,49.7551,0.0,0.0,0.0,16.5463,0.0,9.54886,53.3461,9.38479,0.0,0.0,47.3873,23.5089,0.0,0.0,0.0,0.0,0.0,0.0,35.9037,0.0,25.3174,11.1396,0.0,16.2319,10.0238,0.0,0.0,42.8485,0.0,15.4093,60.1545,0.0,0.0,0.0,29.4738,62.809,0.0,65.279,11.7649,0.0,0.0,80.1434,0.0,23.6949,33.1323,45.0889,0.0,0.0,11.4003,17.6706,23.3489,0.0,0.0,0.0,0.0,31.7861,12.632,0.0,58.5681,60.5408,10.9388,319.199,30.8143,13.0291,16.2981,43.4874,20.7487,0.0,0.0,0.0,0.0,0.0,0.0,39.0898,0.0,24.0951,0.0,19.9205,0.0,13.1269,0.0,0.0,0.0,47.9469,0.0,0.0,19.3,6.59764,34.7777,0.0,40.4824,46.5678,0.0,69.1946,34.5443,42.8082,56.4092,42.8075,63.2333,17.5916,28.3303,14.533,35.1195,26.7186,73.0715,43.3195,55.4189,22.1611,85.4743,369.866,28.1881,119.163,46.4575,0.0,29.6788,31.6362,0.0,27.6737,0.0,132.319,34.367,22.5315,82.4861,27.2613,59.7545,0.0,0.0,77.3844,22.8382,25.6184,30.8306,36.8914,0.0,145.523,40.7951,17.7327,18.9427,107.747,0.0,37.7355,0.0
lithocholic acid,28451.1,7648.32,20392.96,33195.66,33215.5,36.7122,0.0,17983.36,17357.46,5636.39,13337.08,18403.91,10442.58,14160.03,21025.14,29969.0,39451.24,12313.08,3.52792,12574.3,22316.36,24.7333,9131.84,19574.18,19329.73,16024.87,19242.98,21656.49,17068.77,32445.23,28893.4,1830.353,17625.71,20142.37,21530.42,20647.71,11773.7,10342.07,32834.3,20667.1,25230.84,16166.57,20867.91,22782.72,36.9826,34766.19,23509.36,0.0,57.914,37.0,189.7549,15944.05,14983.61,6143.37,57.007,37628.3,11.0574,3368.81,41876.4,25562.2,18.0934,14661.61,52638.3,16305.86,14830.03,15278.61,23579.44,15853.15,27.5764,16262.68,29979.27,2767.59,28676.26,9718.61,40991.3,0.0,15521.06,59626.2,26610.84,233.0694,33284.7,21783.09,31917.2,34492.59,617.594,44.0863,21.071,62.2104,196.015,28.1954,12310.53,25653.05,18455.7,40622.9,27141.49,611.171,31974.7,12387.75,29.5144,9748.44,12747.09,9233.14,15003.33,7259.06,12600.3,26076.06,1878.027,49.6359,26.1743,714.66,16331.15,30.1902,4118.06,21758.93,20291.28,6264.74,16745.44,20169.31,26563.68,23953.9,40140.1,22868.31,17839.16,15712.57,12643.83,24496.57,9282.66,119.43528,0.0,25.3252,53.1259,564.234,185.2883,25497.17,163.2203,9419.63,8065.81,0.0,22180.66,298.1559,891.948,12694.38,5288.34,19802.81,17.7649,24965.1,746.126,16914.79,10218.57,118.1497,7535.25,5365.01,16762.58,12827.95,11998.34
